Website,Aims/Objectives/Mission,Pin,Mobile,name,Phone,Purpose,Add.,Email,Contact Person
,"To bridge the rural and urban gap by organizing entrepreneur development programmes for the upliftment of rural women and men through s and t intervention. Empower poor people by developing skills to make them earn their own livelihood by available resources for the optimum utilization in their own area. By establishing practical/modern communication methods to develop a sense of self respect, harmony and economic upliftment to make people self reliant in india and make them valuable resources/assets for industries and society. So that they remain a source of pride for all Indians.",110095,91-98188 89400,Association of Scientific Research & Development,,"Scientific, education, health, environment, legal, etc.","C-47, Y-4, Dilshad Garden
Delhi",asrd_ngo@yahoo.com,Dr. I. B. Singh
http://www.assunnah.co.in,"To serve the poor and downtrodden to bring a positive change in their lives by imparting education, providing adult education health, sanitation, medical assistance chlidcare aids awareness etc.",110013,91-98997 30739,Assunnah Islamic Society,,Service to humanity.,"120, Opp. Imam Bada Basti,
New Delhi",islam4u2oo4@yahoo.com,Fayaz Ahmed Barkati
http://www.atelierexpressions.com,"Atelier is a Delhi-based premier theatre group and endeavours to establish a pan-Indian cultural movement. It is a workshop of communication enthusiasts which has been in the forefront of devising creative educational programmes and socially relevant plays. At Atelier, we have devised and designed workshops on creative teaching and creative learning, incorporating drama and theatre-in-education techniques. The workshops have been an eye opener for more than a thousand teachers and few thousand students from about 700 schools in and around Delhi.",110009,91-98910 92386,Atelier Theatre Society,91-11-27604642,Resource management.,"396, II Floor, Mukerjee Nagar
New Delhi",info@atelierexpressions.com,Kuljeet Singh
,Tweet,110044,91-99113 20042,Avsar Education & Health Society,,Education & health,"A-229, Lal Kuan, M.B. Road
New Delhi",ashkumar@live.in,Ashwani Kumar
http://www.consumerprotection.blogspot.com,For consumers protection and citizens right.,110092,91-92135 22481,Awake India Foundation,,To empower people.,"A-19, Ganesh Nagar, Pandav Nagar
Delhi",awakeindia5@gmail.com,Jitendra Narayan Singh
http://www.ayushsociety.com,"To offer comprehensive rehabilitation services. To empower persons with disabilities for being an integral part of the mainstream society. To develop human resources. To support, motivate and encourage the persons with disabilities face challenges and become productive part of the society. To create awareness and sensitization to the masses about various aspects of disabilities. To provide equal opportunities to persons with special needs and full participation in the society, so that they can access the same platform of entitlement as others are getting from society.",110053,91-99112 28787,Ayush Society,91-11-22561662,Disability,"C 278/1, Lane 11, Bhajanpura, North-East
Delhi",ayushsociety@gmail.com,Dr Joginder Singh Bhati
http://www.ayushi.in,"Bal chetna, street & working, children & women development, free distribution of rashan. Help & children education age assisted in the formulation of the national policy for older persons.",110041,91-95550 29781,Ayushi Jan Sewa Welfare Foundation,,Children & women development. Free distribution of Rashan. & Children aducation,"16 Brahampuri Colony, Ranholla, Nr. Kali Mata Mandir, Najafgarh Road, Nangloi
New Delhi",ayushijansewatrust@gmail.com,Manoj Kumar
,Education & social development for disabled person.,110018,91-99920 76666,Azad Rehablitation Centre for Mentally Challenged,,Eduction & rehabilatation for mentally challenged children.,"NW 23-B, Vishnu Garden
New Delhi",drsantoshgupta@yahoo.co.in,Santosh Gupta
http://www.bcf4u.com,Our aim is to adoption children from lapars home across India and develop them in there interested field.,110085,"91-93508 10211, 91-93100 38662",Babosa Cammando Force,,Child Development,"C-231, Prashant Vihar, Rohini
Delhi",babosaaradhana@gmail.com,"Arun Jain, Arun Bagree"
,Health and vocational training.,110096,91-98183 25556,Babu Nath Memorial Health & Vocational Training Society,,Health and vocational training.,"A-63, IInd Floor
New Delhi",bnsocial@gmail.com,Satyaprakash
http://www.bba.org.in,"To identify, liberate, rehabilitate and educate children in servitude through direct intervention, child and community participation, coalition building, consumer action, promoting ethical trade practices and mass mobilisation.",110019,91-98996 65832,Bachpan Bachao Andolan,"91-11-26224899, 91-11-26475481","Save the childhood, Eliminate child labour and child trafficking","L-6, Kalkaji
New Delhi","info@bba.org.in, kanupriya.bba.ava@gmail.com","R.S. Chaurasia, Kanupriya"
,Youth encouragement.,110093,91-99682 14984,Bal Jyoti Manch,,Environment,"E-57/B-217, Sunder Nagri
New Delhi",rajeshkumar4u2006@rediff.com,Rajesh
http://www.slumindia.co.tv/,For better future of India and it’s citizens.,110008,91-98106 25008,Ball Bharti Ekta Club,,For better future of India.,"J 45, Chetan Basti, Karol Bagh
Delhi",protectorofhumanrights@yahoo.com,Pr.Jeblin
http://www.basicfoundation.in,"A just society based on non-discrimination where all are living with dignity, enjoying all human rights and having equal access to resources. Ek ayesa nyaypurn, samman janak, bhedbhav rahit samaj, jisme sansadhno ke saman vitran ke saath samanta ho. To empower underprivileged and marginalized people to fight against social, economic and political exploitation, and ensure equal participation in governance. To ensure equal opportunity, liberty & justice for every one. To promote women’s human rights, especially in the context of economic, social and cultural rights by fitting the vulnerable into a framework for policy, law and practice at local, national, regional and international levels.",110093,91-98182 72721,Basic Foundation,,Women empowerment and child development.,"F-1/418, Street 4, Sunder Nagri, North East
Delhi",basic@basicfoundation.in,"Sahil, Babita Kumari"
http://www.beinghuman.co.in,"The aims of the organization is to prepare the leisure time activities for handicapped young people, such a camps, weekend activities, after school activities, sport, painting.",110059,91-98103 72448,Being Human,,To provide required medical facilities to the physically challenged children of the state.,"F-40, Jeevan Park
New Delhi",admin@beinghuman.co.in,"Alok Rawat, Meenakshi Rawat"
,I wish to help people and be human with them. Want to create awareness how to be and keep happy.,110008,91-98103 01171,Belong Here,91-11-25854031,Help the need and create awareness.,"49/25, East Patel Nagar, Ground Floor
New Delhi",ngulati@ifc.org,Neera Gulati
,"To help people to realize their potentialities and help them to become self-reliant. Holistic development of orphan, destitute children, youth, adolescent girls, women, physically challenged, senior citizens etc. By providing education, technical training, health care etc. We are working also for aids awareness.",110091,"91-93100 76300, 91-93507 16994",Bharat Vikas Sanstha,,"Child welfare, development, disability, education, health, human rights, poverty, women issue, Aids awareness, children education.","493, Block 14, Trilok Puri Near Charch
New Delhi",bvsrdelhi@gmail.com,Virender
,Our main aim cattle development by organic farming.,110030,91-95400 13200,Bharatiya Cattle Resource Development Foundation,91-11-65160776,Cattle development,"Ahimsa Bhawan, F 125, Lado Sarai
New Delhi",info@cowind.org,Avnish Jain
,"Promote a system in which every person is educated, be healthy and have an opportunity to earn his/ her livelihood. Take active part for aids awareness, organise blood donation camps etc.",110062,91-98103 77147,Bhartiya Chetana Avam Prakashan Samiti,,"Promote health & education, generate employment","21, Central Market
New Delhi",Bhartiya_chetna_prakashan@yahoo.com,Pawan Kumar Modi
,Organise the medical check up camps/aids to needy persons/aids to poor for his/her marriage children/held the old persons.,110032,91-98118 41811,Bhartiya Jain Milan,,Help the poor persons.,"6/220, Doonger Mohalla
Delhi",pitamjain@hotmail.com,Pitam Kumar Jain
,"Bhartiya Jansangharsh Shakti is a voluntary organisation working for the integrated and comprehensive development of needy children, their family and communities through sponsorship programs. It visions of a world in which children realise their full potential in society, which respects people’s rights and dignities and where children are protected from abuse and exploitation.",110086,91-99532 84811,Bhartiya Jansangharsh Shakti,,Awareness.,"D-21, Phase-I, Budh Vihar
Delhi",bjs.secretary@gmail.com,"Bharat Kumar, Mehar Gaur"
http://www.hrai.co.in,"Women empowerment, child development and awareness of rights. To make efforts for awareness of human welfare society, programming for moral, mental, intellectual, educational developments to entire mankind. Efforts for creation of atmosphere of equality free from chaste, creed religion upper/lower segments in the society. To make complete awareness for human rights to the society and to educate with regard to constitutional rights. To protect from tortures and effort for providing social justice to all class of society from govt./administration/ national/state human rights commission, human rights courts and other concerned levels.rendering the services of national human rights commission having in touch with them to the common people. Running of govt. approved technical coures training programs for human welfare. All other activities of human welfare as may be permissible under section 20 of the Indian societies act.",110092,91-98716 40670,Bhartiya Manavadhikar Association,91-11-32405800,Human rights.,"45D, Amar Plaza, Hasanpur Main Road, I.P. Extentation
Delhi",hrai_dli@yahoo.com,Anurag Chandravanshi
,"BJS seeks a hope, tolerance and social justice, where poverty has been overcome and people live in dignity and security. Our mission is to facilitate lasting change in the well being and social position of vulnerable groups, especially women and girl. Guided by our core values respect, integrity, commitment and excellence we work to insure that our internal behaviours and relationships fully support our external programming and promote organisational learning.",110086,91-92108 85100,BJS – Bhartiya Sangharsh Shakti,,Awareness & development.,"D-21, Phase-I, Budh Vihar
Delhi",bjs.corporate@gmail.com,Mehar Gaur
